"section","fa_order","Occurrences","absolut alphabetic order","lex","Vocalized lexeme","cs.sg form","pl.abs form","verbal class 1st cons","verbal class 2nd cons","verbal class 3rd cons","verbal class other","verbal class list with formula","verbal class list witout formula","Part of speech","Verbal stems","Current EN glosses","semantic domain","Vocalized lexeme as in Mitchel (print edition)","Vocalized lexeme as in Mitchel (Logos version)","Mitchel Section","Rational for change","Mitchel non-verb gloss EN","New glosses_with_prioritized displayed meaning of verbs_without_excel_formula_EN","New glosses (verbs:prioritized displayed meaning of verbs) with excel formula EN","prioritized meaning","Qal=1 EN","Nifal=2 EN","Piel=3 EN","Pual=4 EN","Hitpael=5 EN","Hifil=6 EN","Hofal=7 EN","Hishtafal=8 EN","Passive qal=9 EN","Etpaal=1 EN","Nitpael=11 EN","Hotpaal=12 EN","Tifal=13 EN","Hitpoal=14 EN","Poal=15 EN","Poel=16 EN","BHVB","BiblicalHebrewVocabularyBuilderSub-Section","Occurrences","old BiblicalHebrewVocabularyBuilderSection","old BiblicalHebrewVocabularyBuilderSub-Section"
,3899,4,6739,"YPP[","צפף ",,,,,,"geminate",", , , geminate","geminate","verb","piel","chirp, whisper",,,,,,,"pi: chirp, whisper.","pi: chirp, whisper; qal: ; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"chirp, whisper",,,,,,,,,,,,,,"Remaining",,4,"Remaining",
,3907,4,2039,"ZKK[","זכך ",,,,,,"geminate",", , , geminate","geminate","verb","hif qal","be clean, pure; be bright",,,,,,,"qal: be clean, pure; be bright; hi: purify.","qal: be clean, pure; be bright; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: purify; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","be clean, pure; be bright",,,,,"purify",,,,,,,,,,,"Remaining",,4,"Remaining",
,4042,3,866,"BDD[","בדד ",,,,,,"geminate",", , , geminate","geminate","verb","qal","be alone",,,,,,,"qal: be alone.","qal: be alone; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","be alone",,,,,,,,,,,,,,,,"Remaining",,3,"Remaining",
,4128,3,7581,"FDD[","שׂדד ",,,,,,"geminate",", , , geminate","geminate","verb","piel","harrow",,,,,,,"pi: harrow.","pi: harrow; qal: ; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"harrow",,,,,,,,,,,,,,"Remaining",,3,"Remaining",
,4212,3,3513,"KLL[","כלל ",,,,,,"geminate",", , , geminate","geminate","verb","qal","perfect",,,,,,,"qal: perfect.","qal: perfect; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","perfect",,,,,,,,,,,,,,,,"Remaining",,3,"Remaining",
,4232,3,3698,"LBB[","לבב I",,,,,,"geminate",", , , geminate","geminate","verb","nif piel","be made intelligent",,,,,,,"pi: make the heart beat; ni: be made intelligent.","pi: make the heart beat; qal: ; qal pass: ; ni: be made intelligent; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,"be made intelligent","make the heart beat",,,,,,,,,,,,,,"Remaining",,3,"Remaining",
,4270,3,4218,"MKK[","מכך ",,,,,,"geminate",", , , geminate","geminate","verb","hof nif qal","be low",,,,,,,"ho: be brought low; qal: be low; ni: sink, bow one's head.","ho: be brought low; qal: be low; qal pass: ; ni: sink, bow one's head; pi: ; pu: ; hit: ; hi: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=7","be low","sink, bow one's head",,,,,"be brought low",,,,,,,,,,"Remaining",,3,"Remaining",
,4378,3,6364,"PYY[","פצץ ",,,,,,"geminate",", , , geminate","geminate","verb","hit piel","shatter",,,,,,,"pi: smash to pieces; hit: be shattered.","pi: smash to pieces; qal: ; qal pass: ; ni: ; pu: ; hit: be shattered; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"smash to pieces",,"be shattered",,,,,,,,,,,,"Remaining",,3,"Remaining",
,4844,2,7866,"CLL=[","שׁלל II",,,,,,"geminate",", , , geminate","geminate","verb","qal","draw out",,,,,,,"qal: congregate, pull out.","qal: congregate, pull out; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","congregate, pull out",,,,,,,,,,,,,,,,"Remaining",,2,"Remaining",
,4957,2,1582,"GCC[","גשׁשׁ ",,,,,,"geminate",", , , geminate","geminate","verb","piel","grope",,,,,,,"pi: grope.","pi: grope; qal: ; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"grope",,,,,,,,,,,,,,"Remaining",,2,"Remaining",
,5120,2,3697,"LBB=[","לבב II",,,,,,"geminate",", , , geminate","geminate","verb","piel","make cakes",,,,,,,"pi: make cakes.","pi: make cakes; qal: ; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"make cakes",,,,,,,,,,,,,,"Remaining",,2,"Remaining",
,5389,2,6225,"PZZ[","פזז I",,,,,,"geminate",", , , geminate","geminate","verb","piel qal","be supple, agile",,,,,,,"pi: leap; qal: be supple, agile.","pi: leap; qal: be supple, agile; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3","be supple, agile",,"leap",,,,,,,,,,,,,,"Remaining",,2,"Remaining",
,5482,2,5380,"SKK=[","סכך II",,,,,,"geminate",", , , geminate","geminate","verb","piel qal","weave",,,,,,,"pi: weave; qal: weave.","pi: weave; qal: weave; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3","weave",,"weave",,,,,,,,,,,,,,"Remaining",,2,"Remaining",
,5488,2,5424,"SMM[","סמם ",,,,,,"geminate",", , , geminate","geminate","verb","hif","colour",,,,,,,"hi: colour.","hi: colour; qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6",,,,,,"colour",,,,,,,,,,,"Remaining",,2,"Remaining",
,5540,2,8468,"TPP[","תפף ",,,,,,"geminate",", , , geminate","geminate","verb","piel qal","sound the timbrel, beat",,,,,,,"pi: trip along; qal: sound the timbrel, beat.","pi: trip along; qal: sound the timbrel, beat; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3","sound the timbrel, beat",,"trip along",,,,,,,,,,,,,,"Remaining",,2,"Remaining",
,5673,2,6633,"YLL==[","צלל III",,,,,,"geminate",", , , geminate","geminate","verb","hif qal","grow dark",,,,,,,"hi: give shadow; qal: grow dark.","hi: give shadow; qal: grow dark; qal pass: ; ni: ; pi: ; pu: ; hit: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6","grow dark",,,,,"give shadow",,,,,,,,,,,"Remaining",,2,"Remaining",
,6449,1,8012,"CNN=[","שׁנן II",,,,,,"geminate",", , , geminate","geminate","verb","piel","repeat",,,,,,,"pi: repeat.","pi: repeat; qal: ; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"repeat",,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,6531,1,1602,"DBB[","דבב ",,,,,,"geminate",", , , geminate","geminate","verb","qal","flow over",,,,,,,"qal: flow over.","qal: flow over; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","flow over",,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,6607,1,7791,"FKK[","שׂכך ",,,,,,"geminate",", , , geminate","geminate","verb","qal","cover",,,,,,,"qal: cover.","qal: cover; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","cover",,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7068,1,3578,"KSS[","כסס ",,,,,,"geminate",", , , geminate","geminate","verb","qal","compute for",,,,,,,"qal: compute for.","qal: compute for; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","compute for",,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7486,1,4586,"MYY[","מצץ ",,,,,,"geminate",", , , geminate","geminate","verb","qal","sip",,,,,,,"qal: sip.","qal: sip; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","sip",,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7691,1,6340,"PSS[","פסס ",,,,,,"geminate",", , , geminate","geminate","verb","qal","disappear?",,,,,,,"qal: disappear?.","qal: disappear?; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","disappear?",,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7699,1,6502,"PTT[","פתת ",,,,,,"geminate",", , , geminate","geminate","verb","qal","crumble",,,,,,,"qal: crumble.","qal: crumble; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","crumble",,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7724,1,6224,"PZZ=[","פזז II",,,,,,"geminate",", , , geminate","geminate","verb","hof","be set with gold",,,,,,,"ho: be set with gold.","ho: be set with gold; qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=7",,,,,,,"be set with gold",,,,,,,,,,"Remaining",,1,"Remaining",
,7783,1,6975,"QSS[","קסס ",,,,,,"geminate",", , , geminate","geminate","verb","piel","strip off",,,,,,,"pi: strip off.","pi: strip off; qal: ; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"strip off",,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,7979,1,5466,"SPP[","ספף ",,,,,,"geminate",", , , geminate","geminate","verb","hit","stand at the threshold",,,,,,,"hit: stand at the threshold.","hit: stand at the threshold; qal: ; qal pass: ; ni: ; pi: ; pu: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=5",,,,,"stand at the threshold",,,,,,,,,,,,"Remaining",,1,"Remaining",
,8106,1,8316,"TZZ[","תזז ",,,,,,"geminate",", , , geminate","geminate","verb","hif","strike away",,,,,,,"hi: strike away.","hi: strike away; qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6",,,,,,"strike away",,,,,,,,,,,"Remaining",,1,"Remaining",
,8122,1,2831,"VLL[","טלל ",,,,,,"geminate",", , , geminate","geminate","verb","piel","cover over, roof",,,,,,,"pi: cover over, roof.","pi: cover over, roof; qal: ; qal pass: ; ni: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"cover over, roof",,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,8129,1,2856,"VPP[","טפף ",,,,,,"geminate",", , , geminate","geminate","verb","qal","trip along",,,,,,,"qal: trip along.","qal: trip along; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","trip along",,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
,8401,1,6635,"YLL[","צלל I",,,,,,"geminate",", , , geminate","geminate","verb","qal","sink",,,,,,,"qal: sink.","qal: sink; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","sink",,,,,,,,,,,,,,,,"Remaining",,1,"Remaining",
"sec0303",61,810,385,">KL[","אכל ",,,"i-aleph",,,,"i-aleph, , , ","i-aleph","verb","hif nif pasq pual qal","eat",,,,"Mitchel_Sec1.C (999-730)",,,"qal: eat, devour; qal pass: eat; ni: be eaten; pu: be consumed; hi: feed.","qal: eat, devour; qal pass: eat; ni: be eaten; pi: ; pu: be consumed; hit: ; hi: feed; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","eat, devour","be eaten",,"be consumed",,"feed",,,"eat",,,,,,,,"Section_no01","D",810,"Section no01","D"
"sec1101",257,186,4,">BD[","אבד ",,,"i-aleph",,,,"i-aleph, , , ","i-aleph","verb","hif piel qal","perish, to be killed",,,,"Mitchel_Sec3.A (199-175)",,,"qal: perish; pi: destroy; hi: exterminate.","qal: perish; qal pass: ; ni: ; pi: destroy; pu: ; hit: ; hi: exterminate; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","perish",,"destroy",,,"exterminate",,,,,,,,,,,"Section_no03","A",186,"Section no02","A"
"sec0104",12,5307,548,">MR[","אמר I",,,"i-aleph",,"iii-guttural",,"i-aleph, , iii-guttural, ","i-aleph, iii-guttural","verb","hif nif qal","say, think",,,,"Mitchel_Sec1.A (50273-2200)",,,"qal: say, think; ni: be said, be called; hi: declare.","qal: say, think; qal pass: ; ni: be said, be called; pi: ; pu: ; hit: ; hi: declare; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","say, think","be said, be called",,,,"declare",,,,,,,,,,,"Section_no01","A",5307,"Section no01","A"
,676,54,11,">BH[","אבה ",,,"i-aleph",,"iii-hey",,"i-aleph, , iii-hey, ","i-aleph, iii-hey","verb","qal","be willing",,,,"Mitchel_Sec4.J (54-53)",,,"qal: accede, accept.","qal: accede, accept; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","accede, accept",,,,,,,,,,,,,,,,"Section_no05","E",54,"Section no03","J"
,1927,13,619,">PH[","אפה ",,,"i-aleph",,"iii-hey",,"i-aleph, , iii-hey, ","i-aleph, iii-hey","verb","nif qal","bake",,,,"Mitchel_Sec5.M (26-25)",,,"qal: bake; ni: be baked.","qal: bake; qal pass: ; ni: be baked; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","bake","be baked",,,,,,,,,,,,,,,"Remaining",,13,"Remaining",
"sec0420",98,521,5843,"<MD[","עמד ",,,"i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif hof qal","take a stand, stand; stop",,,,"Mitchel_Sec1.D (729-500)",,,"qal: take a stand, stand; stop; hi: cause to stand, set, appoint; ho: be set up.","qal: take a stand, stand; stop; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: cause to stand, set, appoint; ho: be set up; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","take a stand, stand; stop",,,,,"cause to stand, set, appoint","be set up",,,,,,,,,,"Section_no01","E",521,"Section no01","E"
"sec0704",171,290,2285,"XZQ[","חזק ",,,"i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif hit piel qal","be strong, grow strong",,,,"Mitchel_Sec2.C (309-270)",,,"hi: seize, grasp; qal: be strong, become strong; pi: make strong, strengthen; hit: strengthen oneself, take courage.","hi: seize, grasp; qal: be strong, become strong; qal pass: ; ni: ; pi: make strong, strengthen; pu: ; hit: strengthen oneself, take courage; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6","be strong, become strong",,"make strong, strengthen",,"strengthen oneself, take courage","seize, grasp",,,,,,,,,,,"Section_no02","I",290,"Section no01","I"
"sec0716",172,288,5513,"<BD[","עבד ",,,"i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif hof nif pual qal","work, till, serve",,,,"Mitchel_Sec2.C (309-270)",,"serve","qal: serve; ni: be cultivated; pu: it is worked with; hi: let work, serve; ho: be led to serve.","qal: serve; qal pass: ; ni: be cultivated; pi: ; pu: it is worked with; hit: ; hi: let work, serve; ho: be led to serve; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","serve","be cultivated",,"it is worked with",,"let work, serve","be led to serve",,,,,,,,,,"Section_no02","I",288,"Section no01","I"
"sec1020",226,214,5670,"<ZB[","עזב I",,,"i-guttural",,,,"i-guttural, , , ","i-guttural","verb","nif pual qal","leave, abandon",,,,"Mitchel_Sec2.E (219-200)",,,"qal: leave, abandon; ni: be forsaken; be left to; pu: be deserted.","qal: leave, abandon; qal pass: ; ni: be forsaken; be left to; pi: ; pu: be deserted; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","leave, abandon","be forsaken; be left to",,"be deserted",,,,,,,,,,,,,"Section_no02","L",214,"Section no01","L"
"sec1002",240,204,601,">SP[","אסף ",,,"i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hit nif piel pual qal","gather",,,,"Mitchel_Sec2.E (219-200)",,,"qal: gather, take in; ni: be gathered, gather; pi: gather; receive as guest; form rearguard; pu: be gathered; hit: gather.","qal: gather, take in; qal pass: ; ni: be gathered, gather; pi: gather; receive as guest; form rearguard; pu: be gathered; hit: gather; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","gather, take in","be gathered, gather","gather; receive as guest; form rearguard","be gathered","gather",,,,,,,,,,,,"Section_no02","L",204,"Section no01","L"
"sec1320",316,143,7175,"RDP[","רדף ",,,"i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif nif piel pual qal","follow, pursue",,,,"Mitchel_Sec3.D (143-134)",,,"qal: pursue, persecute; ni: be pursued; pass?; pi: pursue; pu: be chased; hi: chase.","qal: pursue, persecute; qal pass: ; ni: be pursued; pass?; pi: pursue; pu: be chased; hit: ; hi: chase; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","pursue, persecute","be pursued; pass?","pursue","be chased",,"chase",,,,,,,,,,,"Section_no03","D",143,"Section no02","D"
"sec1509",359,124,2712,"XCB[","חשׁב ",,,"i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hit nif piel qal","think, consider, value",,,,"Mitchel_Sec3.E (133-121)",,,"qal: account, regard, value; ni: be reckoned, be esteemed; pi: reckon, consider; hit: reckon oneself among.","qal: account, regard, value; qal pass: ; ni: be reckoned, be esteemed; pi: reckon, consider; pu: ; hit: reckon oneself among; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","account, regard, value","be reckoned, be esteemed","reckon, consider",,"reckon oneself among",,,,,,,,,,,,"Section_no03","F",124,"Section no02","F"
"sec1702",409,105,527,">MN[","אמן ",,,"i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif nif qal","be foster parent, guardian",,,,"Mitchel_Sec3.G (111-100)",,,"hi: believe, trust; qal: be foster parent, be a guardian; ni: be steady, be firm, be trustworthy, be faithful.","hi: believe, trust; qal: be foster parent, be a guardian; qal pass: ; ni: be steady, be firm, be trustworthy, be faithful; pi: ; pu: ; hit: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6","be foster parent, be a guardian","be steady, be firm, be trustworthy, be faithful",,,,"believe, trust",,,,,,,,,,,"Section_no03","I",105,"Section no02","I"
,440,94,1914,"HPK[","הפך ",,,"i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hit hof nif qal","turn, change",,,,"Mitchel_Sec4.A (99-93)",,,"qal: turn, overturn; ni: turn, change oneself; be changed; hit: turn over and over, transform oneself; ho: be turned.","qal: turn, overturn; qal pass: ; ni: turn, change oneself; be changed; pi: ; pu: ; hit: turn over and over, transform oneself; hi: ; ho: be turned; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","turn, overturn","turn, change oneself; be changed",,,"turn over and over, transform oneself",,"be turned",,,,,,,,,,"Section_no04","A",94,"Section no02","J"
,511,78,7273,"RKB[","רכב ",,,"i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif qal","ride; mount",,,,"Mitchel_Sec4.D (78-75)",,,"qal: ride; mount; hi: cause to ride; cause to mount.","qal: ride; mount; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: cause to ride; cause to mount; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","ride; mount",,,,,"cause to ride; cause to mount",,,,,,,,,,,"Section_no04","E",78,"Section no03","B"
,518,77,2553,"XPY[","חפץ I",,,"i-guttural",,,,"i-guttural, , , ","i-guttural","verb","qal","delight, take pleasure in, be pleased",,,,"Mitchel_Sec5.Z (12)",,,"qal: delight, take pleasure in, be pleased.","qal: delight, take pleasure in, be pleased; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","delight, take pleasure in, be pleased",,,,,,,,,,,,,,,,"Section_no04","E",77,"Section no03","B"
,647,58,2211,"XDL[","חדל ",,,"i-guttural",,,,"i-guttural, , , ","i-guttural","verb","qal","cease, leave off",,,,"Mitchel_Sec4.J (54-53)",,,"qal: cease, desist.","qal: cease, desist; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","cease, desist",,,,,,,,,,,,,,,,"Section_no05","D",58,"Section no03","I"
,665,56,2405,"XLQ[","חלק I",,,"i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif hit nif piel pual qal","divide, apportion",,,,"Mitchel_Sec4.I (57-55)",,,"pi: scatter; qal: divide, apportion; ni: be divided, divide oneself; pu: be divided; hit: divide among oneself; hi: take part in dividing.","pi: scatter; qal: divide, apportion; qal pass: ; ni: be divided, divide oneself; pu: be divided; hit: divide among oneself; hi: take part in dividing; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3","divide, apportion","be divided, divide oneself","scatter","be divided","divide among oneself","take part in dividing",,,,,,,,,,,"Section_no05","E",56,"Section no03","J"
,822,44,2398,"XLY[","חלץ ",,,"i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif nif piel qal","draw off, withdraw",,,,"Mitchel_Sec5.C (45-44)",,,"qal: take off, ready for battle; ni: be delivered; equip oneself; pi: deliver; tear out, despoil; hi: make strong.","qal: take off, ready for battle; qal pass: ; ni: be delivered; equip oneself; pi: deliver; tear out, despoil; pu: ; hit: ; hi: make strong; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","take off, ready for battle","be delivered; equip oneself","deliver; tear out, despoil",,,"make strong",,,,,,,,,,,"Remaining",,44,"Remaining",
,867,41,538,">MY[","אמץ ",,,"i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif hit piel qal","be strong",,,,"Mitchel_Sec5.E (41-40)",,,"pi: strengthen; qal: be strong; hit: be determined; prove stronger than; hi: show strength.","pi: strengthen; qal: be strong; qal pass: ; ni: ; pu: ; hit: be determined; prove stronger than; hi: show strength; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3","be strong",,"strengthen",,"be determined; prove stronger than","show strength",,,,,,,,,,,"Remaining",,41,"Remaining",
,872,41,229,">ZN[","אזן I",,,"i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif","listen; listen to; obey",,,,"Mitchel_Sec5.E (41-40)",,,"hi: listen; listen to; obey.","hi: listen; listen to; obey; qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6",,,,,,"listen; listen to; obey",,,,,,,,,,,"Remaining",,41,"Remaining",
,885,41,7152,"RGZ[","רגז ",,,"i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif hit qal","quake, be excited",,,,"Mitchel_Sec5.E (41-40)",,,"qal: shake, quake; hit: excite oneself; hi: cause to quake; agitate.","qal: shake, quake; qal pass: ; ni: ; pi: ; pu: ; hit: excite oneself; hi: cause to quake; agitate; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","shake, quake",,,,"excite oneself","cause to quake; agitate",,,,,,,,,,,"Remaining",,41,"Remaining",
