"original order","Book","Chapter","Verse","lex","Verb classes","Verb classes correction","g_word_nocant","not usable for exercises because K/Q","g_word_nocant_utf8","ps","nu","gn","vt","vs","suffix_person","suffix_number","suffix_gender","ps2","nu2","gn2","vt2","vs2","suffix_person2","suffix_number2","suffix_gender2","ps3","nu3","gn3","vt3","vs3","suffix_person3","suffix_number3","suffix_gender3","ps4","nu4","gn4","vt4","vs4","suffix_person4","suffix_number4","suffix_gender4"
665,"Daniel",6,15,"B>C[","(ii_guttural)",,"B.:>;C",,"בְּאֵשׁ","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
666,"Daniel",6,15,"FJM[","(ii_yod)",,"F@M",,"שָׂם","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
667,"Daniel",6,15,"JZB[","(i_waw)",,"C;JZ@BW.T;H.",,"שֵׁיזָבוּתֵהּ","unknown","unknown","unknown","infc","shaf","p3","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
668,"Daniel",6,15,"HWH[","(iii_he,i_guttural)",,"H:AW@>",,"הֲוָא","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
669,"Daniel",6,15,"CDR[","(iii_guttural)",,"MIC:T.AD.AR",,"מִשְׁתַּדַּר","unknown","sg","m","ptca","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
670,"Daniel",6,15,"NYL[","(i_nun)",,"HAY.@LW.T;75H.",,"הַצָּלוּתֵֽהּ","unknown","unknown","unknown","infc","haf","p3","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
671,"Daniel",6,16,"RGC[","(i_guttural)",,"HAR:G.ICW.",,"הַרְגִּשׁוּ","p3","pl","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
672,"Daniel",6,16,">MR[","(i_aleph)",,">@M:RIJN",,"אָמְרִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
673,"Daniel",6,16,"JD<[","(i_waw,iii_guttural)",,"D.A<",,"דַּע","p2","sg","m","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
674,"Daniel",6,16,"QWM[","(ii_waw)",,"J:H@Q;JM",,"יְהָקֵים","p3","sg","m","impf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
675,"Daniel",6,16,"CNH[","(iii_he)",,"HAC:N@J@75H",,"הַשְׁנָיָֽה","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
676,"Daniel",6,17,">MR[","(i_aleph)",,">:AMAR",,"אֲמַר","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
677,"Daniel",6,17,">TH[","(iii_he,i_guttural)",,"HAJ:TIJW",,"הַיְתִיו","p3","pl","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
678,"Daniel",6,17,"RMH[","(iii_he,i_guttural)",,"R:MOW",,"רְמֹו","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
679,"Daniel",6,17,"<NH[","(iii_he,i_guttural)",,"<@N;H",,"עָנֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
680,"Daniel",6,17,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
681,"Daniel",6,17,"PLX[","(iii_guttural)",,"P.@LAX",,"פָּֽלַֽח","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
682,"Daniel",6,17,"JZB[","(i_waw)",,"J:C;JZ:BIN.@75K:",,"יְשֵׁיזְבִנָּֽךְ","p3","sg","m","impf","shaf","p2","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
683,"Daniel",6,18,">TH[","(iii_he,i_guttural)",,"H;JT@JIT",,"הֵיתָיִת","p3","sg","f","perf","hof","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
684,"Daniel",6,18,"FJM[","(ii_yod)",,"FUMAT",,"שֻׂמַת","p3","sg","f","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
685,"Daniel",6,18,"XTM[","(i_guttural)",,"XAT:MAH.",,"חַתְמַהּ","p3","sg","m","perf","peal","p3","sg","f",,,,,,,,,,,,,,,,,,,,,,,,
686,"Daniel",6,18,"CNH[","(iii_he)",,"TIC:N;>",,"תִשְׁנֵא","p3","sg","f","impf","peal","unknown","unknown","unknown","p2","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,
687,"Daniel",6,19,">ZL[","(i_guttural)",,">:AZAL",,"אֲזַל","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
688,"Daniel",6,19,"BJT[","(ii_yod)",,"B@T",,"בָת","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
689,"Daniel",6,19,"<LL[","(geminate,i_guttural)",,"HAN:<;L",,"הַנְעֵל","p3","sg","m","perf","haf","unknown","unknown","unknown","p2","sg","m","impv","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,
690,"Daniel",6,19,"NDD[","(i_nun,geminate)",,"NAD.AT",,"נַדַּת","p3","sg","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
691,"Daniel",6,20,"QWM[","(ii_waw)",,"J:QW.M",,"יְקוּם","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
692,"Daniel",6,20,"BHL[","(ii_guttural)",,"HIT:B.:H@L@H",,"הִתְבְּהָלָה","unknown","unknown","unknown","infc","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
693,"Daniel",6,20,">ZL[","(i_guttural)",,">:AZA75L",,"אֲזַֽל","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
694,"Daniel",6,21,"QRB[","(ii_guttural)",,"MIQ:R:B;H.",,"מִקְרְבֵהּ","unknown","unknown","unknown","infc","peal","p3","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
695,"Daniel",6,21,"Z<Q[","(ii_guttural)",,"Z:<IQ",,"זְעִק","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
696,"Daniel",6,21,"<NH[","(iii_he,i_guttural)",,"<@N;H",,"עָנֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
697,"Daniel",6,21,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
698,"Daniel",6,21,"PLX[","(iii_guttural)",,"P.@LAX",,"פָּֽלַֽח","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
699,"Daniel",6,21,"JKL[","(i_waw)",,"J:KIL",,"יְכִל","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
700,"Daniel",6,21,"JZB[","(i_waw)",,"C;JZ@BW.T@K:",,"שֵׁיזָבוּתָךְ","unknown","unknown","unknown","infc","shaf","p2","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
701,"Daniel",6,22,"MLL[","(geminate)",,"MAL.IL",,"מַלִּל","p3","sg","m","perf","pael","unknown","unknown","unknown","p2","sg","m","impv","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,
702,"Daniel",6,22,"XJH[","(iii_he,i_guttural)",,"X:EJI75J",,"חֱיִֽי","p2","sg","m","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
703,"Daniel",6,23,"CLX[","(iii_guttural)",,"C:LAX",,"שְׁלַח","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
704,"Daniel",6,23,"SGR[","(iii_guttural)",,"S:AGAR",,"סֲגַר","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
705,"Daniel",6,23,"XBL[","(i_guttural)",,"XAB.:LW.NIJ",,"חַבְּלוּנִי","p3","pl","m","perf","pael","p1","sg","unknown",,,,,,,,,,,,,,,,,,,,,,,,
706,"Daniel",6,23,"CKX[","(iii_guttural)",,"HIC:T.:KAXAT",,"הִשְׁתְּכַחַת","p3","sg","f","perf","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
707,"Daniel",6,23,"<BD[","(i_guttural)",,"<AB:D;75T",,"עַבְדֵֽת","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
708,"Daniel",6,24,"V>B[","(ii_guttural)",,"V:>;B",,"טְאֵב","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
709,"Daniel",6,24,">MR[","(i_aleph)",,">:AMAR",,"אֲמַר","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
710,"Daniel",6,24,"SLQ[","(regular)",,"HAN:S@Q@H",,"הַנְסָקָה","unknown","unknown","unknown","infc","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
711,"Daniel",6,24,"SLQ[","(regular)",,"HUS.AQ",,"הֻסַּק","p3","sg","m","perf","hof","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
712,"Daniel",6,24,"CKX[","(iii_guttural)",,"HIC:T.:KAX",,"הִשְׁתְּכַח","p3","sg","m","perf","htpe","unknown","unknown","unknown","p2","sg","m","impv","htpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,
713,"Daniel",6,24,">MN[","(i_guttural)",,"H;JMIN",,"הֵימִן","p3","sg","m","perf","haf","unknown","unknown","unknown","p2","sg","m","impv","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,
714,"Daniel",6,25,">MR[","(i_aleph)",,">:AMAR",,"אֲמַר","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
715,"Daniel",6,25,">TH[","(iii_he,i_guttural)",,"HAJ:TIJW",,"הַיְתִיו","p3","pl","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
716,"Daniel",6,25,">KL[","(i_aleph)",,">:AKALW.",,"אֲכַלוּ","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
717,"Daniel",6,25,"RMH[","(iii_he,i_guttural)",,"R:MOW",,"רְמֹו","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
718,"Daniel",6,25,"MV>[","(iii_aleph)",,"M:VOW",,"מְטֹו","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
719,"Daniel",6,25,"CLV[","(regular)",,"C:LIVW.",,"שְׁלִטֽוּ","p3","pl","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
720,"Daniel",6,25,"DQQ[","(geminate)",,"HAD.I75QW.",,"הַדִּֽקוּ","p3","pl","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
721,"Daniel",6,26,"KTB[","(regular)",,"K.:TAB",,"כְּתַב","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
722,"Daniel",6,26,"DWR[","(ii_waw,iii_guttural)",,"*D>RJN",,"דארין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
723,"Daniel",6,26,"FG>[","(iii_aleph)",,"JIF:G.;75>",,"יִשְׂגֵּֽא","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
724,"Daniel",6,27,"FJM[","(ii_yod)",,"FIJM",,"שִׂים","p3","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
725,"Daniel",6,27,"HWH[","(iii_he,i_guttural)",,"LEH:EWON",,"לֶהֱוֹן","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
726,"Daniel",6,27,"ZW<[","(ii_waw,iii_guttural)",,"*Z><JN",,"זאעין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
727,"Daniel",6,27,"DXL[","(ii_guttural)",,"D@X:ALIJN",,"דָחֲלִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
728,"Daniel",6,27,"XBL[","(i_guttural)",,"TIT:XAB.AL",,"תִתְחַבַּל","p3","sg","f","impf","htpa","unknown","unknown","unknown","p2","sg","m","impf","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,
729,"Daniel",6,28,"JZB[","(i_waw)",,"M:C;JZIB",,"מְשֵׁיזִב","unknown","sg","m","ptca","shaf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
730,"Daniel",6,28,"NYL[","(i_nun)",,"MAY.IL",,"מַצִּל","unknown","sg","m","ptca","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
731,"Daniel",6,28,"<BD[","(i_guttural)",,"<@B;D",,"עָבֵד","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
732,"Daniel",6,28,"JZB[","(i_waw)",,"C;JZIJB",,"שֵׁיזִיב","p3","sg","m","perf","shaf","unknown","unknown","unknown","p2","sg","m","impv","shaf","unknown","unknown","unknown",,,,,,,,,,,,,,,,
733,"Daniel",6,29,"YLX[","(iii_guttural)",,"HAY:LAX",,"הַצְלַח","p3","sg","m","perf","haf","unknown","unknown","unknown","p2","sg","m","impv","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,
734,"Daniel",7,1,"XZH[","(iii_he,i_guttural)",,"X:AZ@H",,"חֲזָה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
735,"Daniel",7,1,"KTB[","(regular)",,"K:TAB",,"כְתַב","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
736,"Daniel",7,1,">MR[","(i_aleph)",,">:AMA75R",,"אֲמַֽר","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
737,"Daniel",7,2,"<NH[","(iii_he,i_guttural)",,"<@N;H",,"עָנֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
738,"Daniel",7,2,">MR[","(i_aleph)",,">@MAR",,"אָמַר","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
739,"Daniel",7,2,"XZH[","(iii_he,i_guttural)",,"X@Z;H",,"חָזֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
740,"Daniel",7,2,"HWH[","(iii_he,i_guttural)",,"H:AW;JT",,"הֲוֵית","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
741,"Daniel",7,2,"GWX[","(ii_waw,iii_guttural)",,"M:GIJX@N",,"מְגִיחָן","unknown","pl","f","ptca","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
742,"Daniel",7,3,"SLQ[","(regular)",,"S@L:Q@N",,"סָלְקָן","unknown","pl","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
743,"Daniel",7,3,"CNH[","(iii_he)",,"C@N:J@N",,"שָׁנְיָן","unknown","pl","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
744,"Daniel",7,4,"XZH[","(iii_he,i_guttural)",,"X@Z;H",,"חָזֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
745,"Daniel",7,4,"HWH[","(iii_he,i_guttural)",,"H:AW;JT",,"הֲוֵית","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
746,"Daniel",7,4,"MRV[","(ii_guttural)",,"M.:RIJVW.",,"מְּרִיטוּ","p3","pl","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
747,"Daniel",7,4,"NVL[","(i_nun)",,"N:VIJLAT",,"נְטִילַת","p3","sg","f","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
748,"Daniel",7,4,"QWM[","(ii_waw)",,"H:@QIJMAT",,"הֳקִימַת","p3","sg","f","perf","hof","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
749,"Daniel",7,4,"JHB[","(i_waw,ii_guttural)",,"J:HIJB",,"יְהִיב","p3","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
750,"Daniel",7,5,"DMH[","(iii_he)",,"D.@M:J@H",,"דָּמְיָה","unknown","sg","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
751,"Daniel",7,5,"QWM[","(ii_waw)",,"H:@QIMAT",,"הֳקִמַת","p3","sg","f","perf","hof","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
752,"Daniel",7,5,">MR[","(i_aleph)",,">@M:RIJN",,"אָמְרִין","unknown","pl","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
753,"Daniel",7,5,"QWM[","(ii_waw)",,"QW.MIJ",,"קוּמִֽי","p2","sg","f","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
754,"Daniel",7,5,">KL[","(i_aleph)",,">:AKULIJ",,"אֲכֻלִי","p2","sg","f","impv","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
755,"Daniel",7,6,"XZH[","(iii_he,i_guttural)",,"X@Z;H",,"חָזֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
756,"Daniel",7,6,"HWH[","(iii_he,i_guttural)",,"H:AW;JT",,"הֲוֵית","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
757,"Daniel",7,6,"JHB[","(i_waw,ii_guttural)",,"J:HIJB",,"יְהִיב","p3","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
758,"Daniel",7,7,"XZH[","(iii_he,i_guttural)",,"X@Z;H",,"חָזֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
759,"Daniel",7,7,"HWH[","(iii_he,i_guttural)",,"H:AW;JT",,"הֲוֵית","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
760,"Daniel",7,7,"DXL[","(ii_guttural)",,"D.:XIJL@H",,"דְּחִילָה","unknown","sg","f","ptcp","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
761,"Daniel",7,7,">KL[","(i_aleph)",,">@K:L@H",,"אָֽכְלָה","unknown","sg","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
762,"Daniel",7,7,"DQQ[","(geminate)",,"MAD.:EQ@H",,"מַדֱּקָה","unknown","sg","f","ptca","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
763,"Daniel",7,7,"RPS[","(i_guttural)",,"R@P:S@H",,"רָפְסָה","unknown","sg","f","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
764,"Daniel",7,7,"CNH[","(iii_he)",,"M:CAN.:J@H",,"מְשַׁנְּיָה","unknown","sg","f","ptcp","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
765,"Daniel",7,8,"FKL[","(regular)",,"MIF:T.AK.AL",,"מִשְׂתַּכַּל","unknown","sg","m","ptca","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
766,"Daniel",7,8,"HWH[","(iii_he,i_guttural)",,"H:AW;JT",,"הֲוֵית","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
767,"Daniel",7,8,"SLQ[","(regular)",,"SIL:Q@T",,"סִלְקָת","p3","sg","f","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
768,"Daniel",7,8,"<QR[","(i_guttural,iii_guttural)",,"*>T<QRW",,"אתעקרו","p3","pl","f","perf","etpe","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
769,"Daniel",7,8,"MLL[","(geminate)",,"M:MAL.IL",,"מְמַלִּל","unknown","sg","m","ptca","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
770,"Daniel",7,9,"XZH[","(iii_he,i_guttural)",,"X@Z;H",,"חָזֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
771,"Daniel",7,9,"HWH[","(iii_he,i_guttural)",,"H:AW;JT",,"הֲוֵית","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
772,"Daniel",7,9,"RMH[","(iii_he,i_guttural)",,"R:MIJW",,"רְמִיו","p3","pl","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
773,"Daniel",7,9,"JTB[","(i_waw)",,"J:TIB",,"יְתִב","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
774,"Daniel",7,9,"DLQ[","(regular)",,"D.@LI75Q",,"דָּלִֽק","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
775,"Daniel",7,10,"NGD[","(i_nun)",,"N@G;D",,"נָגֵד","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
776,"Daniel",7,10,"NPQ[","(i_nun)",,"N@P;Q",,"נָפֵק","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
777,"Daniel",7,10,"CMC[","(regular)",,"J:CAM.:CW.N.;H.",,"יְשַׁמְּשׁוּנֵּהּ","p3","pl","m","impf","pael","p3","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
778,"Daniel",7,10,"QWM[","(ii_waw)",,"J:QW.MW.N",,"יְקוּמוּן","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
779,"Daniel",7,10,"JTB[","(i_waw)",,"J:TIB",,"יְתִב","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
780,"Daniel",7,10,"PTX[","(iii_guttural)",,"P.:TI75JXW.",,"פְּתִֽיחוּ","p3","pl","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
781,"Daniel",7,11,"XZH[","(iii_he,i_guttural)",,"X@Z;H",,"חָזֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
782,"Daniel",7,11,"HWH[","(iii_he,i_guttural)",,"H:AW;JT",,"הֲוֵית","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
783,"Daniel",7,11,"MLL[","(geminate)",,"M:MAL.:EL@H",,"מְמַלֱּלָה","unknown","sg","f","ptca","pael","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
784,"Daniel",7,11,"XZH[","(iii_he,i_guttural)",,"X@Z;H",,"חָזֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
785,"Daniel",7,11,"HWH[","(iii_he,i_guttural)",,"H:AW;JT",,"הֲוֵית","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
786,"Daniel",7,11,"QVL[","(regular)",,"Q:VIJLAT",,"קְטִילַת","p3","sg","f","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
787,"Daniel",7,11,">BD[","(i_aleph)",,"HW.BAD",,"הוּבַד","p3","sg","m","perf","hof","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
788,"Daniel",7,11,"JHB[","(i_waw,ii_guttural)",,"JHIJBAT",,"יהִיבַת","p3","sg","f","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
789,"Daniel",7,12,"<DH[","(iii_he,i_guttural)",,"HE<:D.IJW",,"הֶעְדִּיו","p3","pl","m","perf","haf","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
790,"Daniel",7,12,"JHB[","(i_waw,ii_guttural)",,"J:HIJBAT",,"יְהִיבַת","p3","sg","f","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
791,"Daniel",7,13,"XZH[","(iii_he,i_guttural)",,"X@Z;H",,"חָזֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
792,"Daniel",7,13,"HWH[","(iii_he,i_guttural)",,"H:AW;JT",,"הֲוֵית","p1","sg","unknown","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
793,"Daniel",7,13,">TH[","(iii_he,i_guttural)",,">@T;H",,"אָתֵה","unknown","sg","m","ptca","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
794,"Daniel",7,13,"HWH[","(iii_he,i_guttural)",,"H:AW@H",,"הֲוָה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
795,"Daniel",7,13,"MV>[","(iii_aleph)",,"M:V@H",,"מְטָה","p3","sg","m","perf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
796,"Daniel",7,13,"QRB[","(ii_guttural)",,"HAQ:R:B75W.HIJ",,"הַקְרְבֽוּהִי","p3","pl","m","perf","haf","p3","sg","m",,,,,,,,,,,,,,,,,,,,,,,,
797,"Daniel",7,14,"JHB[","(i_waw,ii_guttural)",,"J:HIJB",,"יְהִיב","p3","sg","m","perf","peil","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
798,"Daniel",7,14,"PLX[","(iii_guttural)",,"JIP:L:XW.N",,"יִפְלְחוּן","p3","pl","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
799,"Daniel",7,14,"<DH[","(iii_he,i_guttural)",,"JE<:D.;H",,"יֶעְדֵּה","p3","sg","m","impf","peal","unknown","unknown","unknown",,,,,,,,,,,,,,,,,,,,,,,,
800,"Daniel",7,14,"XBL[","(i_guttural)",,"TIT:XAB.A75L",,"תִתְחַבַּֽל","p3","sg","f","impf","htpa","unknown","unknown","unknown","p2","sg","m","impf","htpa","unknown","unknown","unknown",,,,,,,,,,,,,,,,
